external_gene_name
ENSG00000004487	KDM1A
ENSG00000241547	ACTG1P20
ENSG00000242125	SNHG3
ENSG00000243905	RN7SL679P
ENSG00000243970	PPIEL
ENSG00000249087	ZNF436-AS1
ENSG00000250135	AL049795.2
ENSG00000252777	AL645729.1
ENSG00000252947	SCARNA1
ENSG00000253005	RNU6-176P
ENSG00000253304	TMEM200B
ENSG00000253368	TRNP1
ENSG00000254553	AL033529.1
ENSG00000255054	AL020996.2
ENSG00000255811	AL121988.1
ENSG00000259943	AL050341.2
ENSG00000259984	AL928711.1
ENSG00000260063	AL512408.1
ENSG00000260920	AL031985.3
ENSG00000261025	AL445471.2
ENSG00000261326	LINC01355
ENSG00000261349	AL031432.2
ENSG00000263529	RN7SL122P
ENSG00000263675	MIR5581
ENSG00000264078	AC114488.2
ENSG00000264371	MIR4425
ENSG00000264443	NCMAP-DT
ENSG00000264582	RN7SL326P
ENSG00000266203	MIR5585
ENSG00000266802	AL031428.2
ENSG00000269967	AL136115.2
ENSG00000270031	AL020997.3
ENSG00000270103	AL360012.1
ENSG00000270115	AL513327.2
ENSG00000270605	AL353622.1
ENSG00000271164	CFAP97P1
ENSG00000271398	AL353622.2
ENSG00000271420	AL109936.3
ENSG00000271554	AL138787.2
ENSG00000271741	AC114490.2
ENSG00000271914	AL139286.1
ENSG00000272145	NFYC-AS1
ENSG00000272432	AL031432.3
ENSG00000272478	AL020996.3
ENSG00000273274	ZBTB8B
ENSG00000273544	SNORA44
ENSG00000273637	AL139260.2
ENSG00000274266	SNORA73A
ENSG00000274386	TMEM269
ENSG00000274582	SNORA16A
ENSG00000274978	RNU11
ENSG00000275350	AL513479.1
ENSG00000276493	AL445248.2
ENSG00000276645	AL020995.2
ENSG00000277617	AL121991.1
ENSG00000277916	AL357500.2
ENSG00000277958	AL138785.3
ENSG00000278034	MIR6731
ENSG00000278274	SNORA61
ENSG00000278572	AL355877.2
ENSG00000278702	AL356362.1
ENSG00000278966	AL031602.1
ENSG00000278997	AL662907.1
ENSG00000279179	AL662907.2
ENSG00000279443	AL513497.1
ENSG00000279667	AL603839.4
ENSG00000280498	SNORA16A
ENSG00000281207	SLFNL1-AS1
ENSG00000282872	C1orf232
ENSG00000283580	AC098484.3
ENSG00000283724	MIR6732
ENSG00000283938	MIR3917
ENSG00000284154	MIR3605
ENSG00000284309	AL391650.2
ENSG00000284543	LINC01226
ENSG00000284602	AL031432.4
ENSG00000284623	LINC02786
ENSG00000284632	AL354702.1
ENSG00000284640	AL590434.2
ENSG00000284657	AL031432.5
ENSG00000284677	AL031985.4
ENSG00000284678	LINC02811
ENSG00000284699	AL445648.1
ENSG00000284702	AL136115.3
ENSG00000284705	AL596257.1
ENSG00000284720	AC117945.2
ENSG00000284726	AL109936.8
ENSG00000284748	AL513220.1
ENSG00000284773	AC114490.3
ENSG00000284895	AC119676.1
ENSG00000285728	AC098484.4
ENSG00000285802	AL450043.1
ENSG00000285905	BMP8B-AS1
ENSG00000006555	TTC22
ENSG00000024526	DEPDC1
ENSG00000033122	LRRC7
ENSG00000036549	AC118549.1
ENSG00000050628	PTGER3
ENSG00000057468	MSH4
ENSG00000058799	YIPF1
ENSG00000058804	NDC1
ENSG00000066056	TIE1
ENSG00000066135	KDM4A
ENSG00000066322	ELOVL1
ENSG00000066557	LRRC40
ENSG00000070759	TESK2
ENSG00000070785	EIF2B3
ENSG00000077254	USP33
ENSG00000078618	NRDC
ENSG00000079277	MKNK1
ENSG00000079739	PGM1
ENSG00000081870	HSPB11
ENSG00000081985	IL12RB2
ENSG00000085831	TTC39A
ENSG00000085832	EPS15
ENSG00000085840	ORC1
ENSG00000085998	POMGNT1
ENSG00000085999	RAD54L
ENSG00000086015	MAST2
ENSG00000088035	ALG6
ENSG00000116133	DHCR24
ENSG00000116157	GPX7
ENSG00000116171	SCP2
ENSG00000116205	TCEANC2
ENSG00000116209	TMEM59
ENSG00000116212	LRRC42
ENSG00000116221	MRPL37
ENSG00000116641	DOCK7
ENSG00000116652	DLEU2L
ENSG00000116675	DNAJC6
ENSG00000116678	LEPR
ENSG00000116704	SLC35D1
ENSG00000116717	GADD45A
ENSG00000116729	WLS
ENSG00000116745	RPE65
ENSG00000116754	SRSF11
ENSG00000116761	CTH
ENSG00000116783	TNNI3K
ENSG00000116791	CRYZ
ENSG00000117054	ACADM
ENSG00000117069	ST6GALNAC5
ENSG00000117114	ADGRL2
ENSG00000117394	SLC2A1
ENSG00000117395	EBNA1BP2
ENSG00000117399	CDC20
ENSG00000117400	MPL
ENSG00000117407	ARTN
ENSG00000117408	IPO13
ENSG00000117410	ATP6V0B
ENSG00000117411	B4GALT2
ENSG00000117419	ERI3
ENSG00000117425	PTCH2
ENSG00000117448	AKR1A1
ENSG00000117450	PRDX1
ENSG00000117461	PIK3R3
ENSG00000117472	TSPAN1
ENSG00000117480	FAAH
ENSG00000117481	NSUN4
ENSG00000117859	OSBPL9
ENSG00000117862	TXNDC12
ENSG00000118454	ANKRD13C
ENSG00000118473	SGIP1
ENSG00000121310	ECHDC2
ENSG00000123080	CDKN2C
ENSG00000123091	RNF11
ENSG00000123472	ATPAF1
ENSG00000123473	STIL
ENSG00000125703	ATG4C
ENSG00000126088	UROD
ENSG00000126091	ST3GAL3
ENSG00000126106	TMEM53
ENSG00000126107	HECTD3
ENSG00000132122	SPATA6
ENSG00000132128	LRRC41
ENSG00000132485	ZRANB2
ENSG00000132763	MMACHC
ENSG00000132768	DPH2
ENSG00000132773	TOE1
ENSG00000132780	NASP
ENSG00000132781	MUTYH
ENSG00000132849	PATJ
ENSG00000132854	KANK4
ENSG00000134709	HOOK1
ENSG00000134716	CYP2J2
ENSG00000134717	BTF3L4
ENSG00000134744	TUT4
ENSG00000134748	PRPF38A
ENSG00000137941	TTLL7
ENSG00000137955	RABGGTB
ENSG00000137959	IFI44L
ENSG00000137960	GIPC2
ENSG00000137965	IFI44
ENSG00000137968	SLC44A5
ENSG00000142856	ITGB3BP
ENSG00000142864	SERBP1
ENSG00000142892	PIGK
ENSG00000142937	RPS8
ENSG00000142945	KIF2C
ENSG00000142949	PTPRF
ENSG00000142959	BEST4
ENSG00000142973	CYP4B1
ENSG00000143001	TMEM61
ENSG00000143006	DMRTB1
ENSG00000152760	TCTEX1D1
ENSG00000152763	WDR78
ENSG00000154007	ASB17
ENSG00000154027	AK5
ENSG00000154198	CYP4Z2P
ENSG00000154222	CC2D1B
ENSG00000157077	ZFYVE9
ENSG00000157131	C8A
ENSG00000157184	CPT2
ENSG00000157193	LRP8
ENSG00000157211	CDCP2
ENSG00000157216	SSBP3
ENSG00000158966	CACHD1
ENSG00000159214	CCDC24
ENSG00000159479	MED8
ENSG00000159588	CCDC17
ENSG00000159592	GPBP1L1
ENSG00000159596	TMEM69
ENSG00000159658	EFCAB14
ENSG00000162366	PDZK1IP1
ENSG00000162368	CMPK1
ENSG00000162373	BEND5
ENSG00000162374	ELAVL4
ENSG00000162377	COA7
ENSG00000162378	ZYG11B
ENSG00000162383	SLC1A7
ENSG00000162384	CZIB
ENSG00000162385	MAGOH
ENSG00000162390	ACOT11
ENSG00000162391	FAM151A
ENSG00000162396	PARS2
ENSG00000162398	LEXM
ENSG00000162399	BSND
ENSG00000162402	USP24
ENSG00000162407	PLPP3
ENSG00000162409	PRKAA2
ENSG00000162415	ZSWIM5
ENSG00000162433	AK4
ENSG00000162434	JAK1
ENSG00000162437	RAVER2
ENSG00000162594	IL23R
ENSG00000162595	DIRAS3
ENSG00000162599	NFIA
ENSG00000162600	OMA1
ENSG00000162601	MYSM1
ENSG00000162604	TM2D1
ENSG00000162607	USP1
ENSG00000162613	FUBP1
ENSG00000162614	NEXN
ENSG00000162616	DNAJB4
ENSG00000162618	ADGRL4
ENSG00000162620	LRRIQ3
ENSG00000162623	TYW3
ENSG00000162624	LHX8
ENSG00000169174	PCSK9
ENSG00000169213	RAB3B
ENSG00000171357	LURAP1
ENSG00000171872	KLF17
ENSG00000172260	NEGR1
ENSG00000172380	GNG12
ENSG00000172456	FGGY
ENSG00000173406	DAB1
ENSG00000173660	UQCRH
ENSG00000173846	PLK3
ENSG00000174332	GLIS1
ENSG00000174348	PODN
ENSG00000177414	UBE2U
ENSG00000177606	JUN
ENSG00000178028	DMAP1
ENSG00000178922	HYI
ENSG00000179178	TMEM125
ENSG00000180488	MIGA1
ENSG00000181227	DLSTP1
ENSG00000182183	SHISAL2A
ENSG00000184005	ST6GALNAC3
ENSG00000184292	TACSTD2
ENSG00000184588	PDE4B
ENSG00000185031	SLC2A3P2
ENSG00000185104	FAF1
ENSG00000185483	ROR1
ENSG00000185839	AL035411.1
ENSG00000186094	AGBL4
ENSG00000186118	TEX38
ENSG00000186377	CYP4X1
ENSG00000186564	FOXD2
ENSG00000186603	HPDL
ENSG00000186790	FOXE3
ENSG00000186973	FAM183A
ENSG00000187140	FOXD3
ENSG00000187147	RNF220
ENSG00000187889	FYB2
ENSG00000188396	TCTEX1D4
ENSG00000196517	SLC6A9
ENSG00000197429	IPP
ENSG00000197568	HHLA3
ENSG00000197587	DMBX1
ENSG00000198160	MIER1
ENSG00000198198	SZT2
ENSG00000198520	ARMH1
ENSG00000198711	SSBP3-AS1
ENSG00000198841	KTI12
ENSG00000199135	MIR101-1
ENSG00000199240	RNA5SP46
ENSG00000199377	RNU5F-1
ENSG00000199921	RNU6-161P
ENSG00000200169	RNU5D-1
ENSG00000200174	AL162739.1
ENSG00000200575	RNU6-414P
ENSG00000200839	RNA5SP48
ENSG00000200913	SNORD46
ENSG00000201003	AL049745.1
ENSG00000201153	RNU6-371P
ENSG00000201487	SNORD45B
ENSG00000202031	SNORD38A
ENSG00000202444	RNU5E-6P
ENSG00000203356	LINC01562
ENSG00000203605	AC096543.1
ENSG00000203963	C1orf141
ENSG00000203965	EFCAB7
ENSG00000203985	LDLRAD1
ENSG00000203995	ZYG11A
ENSG00000204006	C1orf185
ENSG00000206620	SNORD45C
ENSG00000207194	RNU6-1026P
ENSG00000207241	SNORD45A
ENSG00000207256	RNU6-880P
ENSG00000207421	SNORD38B
ENSG00000207721	MIR186
ENSG00000211452	DIO1
ENSG00000212257	RNU6-1176P
ENSG00000212360	RNU6-1177P
ENSG00000212366	RNU6-1246P
ENSG00000212624	AL050343.1
ENSG00000213478	CFL1P2
ENSG00000213560	AC103591.1
ENSG00000213579	AL096829.1
ENSG00000213625	LEPROT
ENSG00000213703	AL138847.1
ENSG00000213735	ANAPC10P1
ENSG00000215875	ST13P20
ENSG00000215883	CYB5RL
ENSG00000219201	AC138392.1
ENSG00000222009	BTBD19
ENSG00000222849	RNA5SP21
ENSG00000223026	RN7SKP247
ENSG00000223175	RNU4-61P
ENSG00000223263	RNU6-387P
ENSG00000223390	AL445685.1
ENSG00000223416	RPS26P15
ENSG00000223429	AL139156.1
ENSG00000223720	AL109659.1
ENSG00000223883	LINC01707
ENSG00000223949	ROR1-AS1
ENSG00000224209	LINC00466
ENSG00000224326	AL136234.1
ENSG00000224609	AC093425.1
ENSG00000224680	PLA2G12AP1
ENSG00000224751	SHMT1P1
ENSG00000224805	LINC00853
ENSG00000224980	RPL23AP85
ENSG00000225087	AL583808.1
ENSG00000225183	AL353898.1
ENSG00000225242	COX6B1P7
ENSG00000225447	RPS15AP10
ENSG00000225475	AC099789.1
ENSG00000225506	CYP4A22-AS1
ENSG00000225514	MTND1P34
ENSG00000225623	AGBL4-IT1
ENSG00000225671	FCF1P6
ENSG00000225675	LINC01771
ENSG00000225721	AL592166.1
ENSG00000225762	LINC01389
ENSG00000225767	FAF1-AS1
ENSG00000226084	AC113935.1
ENSG00000226088	HHLA3-AS1
ENSG00000226415	TPI1P1
ENSG00000226476	LINC01748
ENSG00000226499	AL136380.1
ENSG00000226754	AL606760.1
ENSG00000226883	AL035416.1
ENSG00000226891	LINC01359
ENSG00000226957	AL358075.1
ENSG00000227016	LINC02796
ENSG00000227070	EPS15-AS1
ENSG00000227207	RPL31P12
ENSG00000227288	ARID3BP1
ENSG00000227533	SLC2A1-AS1
ENSG00000227644	HIGD1AP11
ENSG00000227742	CALR4P
ENSG00000227857	AL358075.2
ENSG00000227883	ATP6V0E1P4
ENSG00000227947	LINC01738
ENSG00000227960	AL138799.1
ENSG00000228056	CFL1P3
ENSG00000228121	PHBP3
ENSG00000228187	AC093433.1
ENSG00000228237	EFCAB14-AS1
ENSG00000228407	AL139156.2
ENSG00000228523	AL389925.1
ENSG00000228929	RPS13P2
ENSG00000228988	AL353771.1
ENSG00000229032	AL445685.2
ENSG00000229051	LINC01788
ENSG00000229133	RPS7P4
ENSG00000229294	AL139294.1
ENSG00000229348	HYI-AS1
ENSG00000229359	PIN1P1
ENSG00000229431	MED8-AS1
ENSG00000229444	AL451062.1
ENSG00000229486	AC104454.1
ENSG00000229537	LINC01739
ENSG00000229636	KRT8P21
ENSG00000229687	AL049745.2
ENSG00000229815	CCNB1IP1P1
ENSG00000229846	AC099788.1
ENSG00000229887	HNRNPA1P6
ENSG00000229956	ZRANB2-AS2
ENSG00000230027	AC092813.2
ENSG00000230114	AGBL4-AS1
ENSG00000230498	AL035409.1
ENSG00000230585	PHBP12
ENSG00000230615	AL139220.2
ENSG00000230787	PSAT1P3
ENSG00000230798	FOXD3-AS1
ENSG00000230817	LINC01362
ENSG00000230863	AL137803.1
ENSG00000230896	AL604028.1
ENSG00000230953	AC099677.1
ENSG00000231090	MIR4422HG
ENSG00000231095	GYG1P3
ENSG00000231252	AC099792.1
ENSG00000231622	RPS29P7
ENSG00000231866	AC099677.2
ENSG00000232022	FAAHP1
ENSG00000232027	AL671986.1
ENSG00000232284	GNG12-AS1
ENSG00000232369	PPIAP35
ENSG00000232453	LINC02777
ENSG00000232467	TMA16P2
ENSG00000232846	SLC25A6P3
ENSG00000233008	LINC01725
ENSG00000233020	CHORDC1P5
ENSG00000233061	TTLL7-IT1
ENSG00000233079	LINC01755
ENSG00000233114	AL358075.3
ENSG00000233203	DHCR24-DT
ENSG00000233216	AL357373.1
ENSG00000233271	AL590440.1
ENSG00000233290	AL157944.1
ENSG00000233406	AL162430.2
ENSG00000233514	AL356653.1
ENSG00000233589	AL138789.1
ENSG00000233602	ERI3-IT1
ENSG00000233647	NENFP1
ENSG00000233674	AL451062.2
ENSG00000233994	GDI2P2
ENSG00000234080	AL596275.1
ENSG00000234093	RPS15AP11
ENSG00000234108	AL596276.2
ENSG00000234144	COX6CP13
ENSG00000234184	LINC01781
ENSG00000234204	PIGPP2
ENSG00000234264	DEPDC1-AS1
ENSG00000234315	OSTCP5
ENSG00000234329	AL604028.2
ENSG00000234379	HMGB1P48
ENSG00000234383	CTBP2P8
ENSG00000234496	MRPS21P1
ENSG00000234497	ERICH3-AS1
ENSG00000234683	AL138799.2
ENSG00000234694	AL139289.1
ENSG00000234807	LINC01135
ENSG00000234810	AL603840.1
ENSG00000235079	ZRANB2-AS1
ENSG00000235089	AL357632.1
ENSG00000235105	AL356968.2
ENSG00000235200	LINC01702
ENSG00000235215	AL592431.1
ENSG00000235400	AC104837.1
ENSG00000235545	AC103923.1
ENSG00000235613	NSRP1P1
ENSG00000235927	NEXN-AS1
ENSG00000236111	AL603882.1
ENSG00000236200	KDM4A-AS1
ENSG00000236253	SLC25A3P1
ENSG00000236268	LINC01361
ENSG00000236360	RRAS2P1
ENSG00000236434	AL162430.3
ENSG00000236646	LAMTOR5P1
ENSG00000236676	AC117944.1
ENSG00000236723	AL606760.2
ENSG00000236776	RPL21P23
ENSG00000236872	PPIAP36
ENSG00000236888	RPS20P5
ENSG00000237033	CASP3P1
ENSG00000237076	AL035706.1
ENSG00000237173	AC099796.1
ENSG00000237227	AL162739.2
ENSG00000237352	LINC01358
ENSG00000237413	AC096531.2
ENSG00000237424	FOXD2-AS1
ENSG00000237663	DNAJC19P7
ENSG00000237852	AC119800.1
ENSG00000237928	NFIA-AS2
ENSG00000237950	AL357079.1
ENSG00000238140	AC104170.1
ENSG00000238653	RNU7-62P
ENSG00000238778	RNU7-80P
ENSG00000240563	L1TD1
ENSG00000241042	AL592431.2
ENSG00000241745	RN7SL788P
ENSG00000242267	SKINT1L
ENSG00000242391	AC099677.3
ENSG00000242396	AC096536.2
ENSG00000242860	RN7SL180P
ENSG00000243437	RN7SL370P
ENSG00000243710	CFAP57
ENSG00000243725	TTC4
ENSG00000244256	RN7SL130P
ENSG00000244389	RN7SL242P
ENSG00000250719	P3R3URF
ENSG00000251785	RNA5SP20
ENSG00000252005	RNU4ATAC8P
ENSG00000253039	RNA5SP47
ENSG00000253313	C1orf210
ENSG00000256407	AL357673.1
ENSG00000259030	FPGT-TNNI3K
ENSG00000259818	AL606760.3
ENSG00000260971	AC119674.1
ENSG00000264294	SNORD55
ENSG00000264834	AC099677.4
ENSG00000265996	MIR3671
ENSG00000266993	AL050343.2
ENSG00000268949	MRPS17P1
ENSG00000269113	TRABD2B
ENSG00000269933	AL031429.2
ENSG00000269956	MKNK1-AS1
ENSG00000270457	AC093424.1
ENSG00000271200	AC099791.2
ENSG00000271355	AL356458.1
ENSG00000271576	AL359504.1
ENSG00000271647	KRT8P47
ENSG00000271723	MROH7-TTC4
ENSG00000271992	AL354872.1
ENSG00000272100	AL513218.1
ENSG00000272371	AL591167.1
ENSG00000272506	AL357078.2
ENSG00000272855	AC104458.1
ENSG00000273338	AC103591.3
ENSG00000277513	AL161637.1
ENSG00000278139	P3R3URF-PIK3R3
ENSG00000278636	AL354872.2
ENSG00000279214	AL109659.3
ENSG00000280317	AL732618.1
ENSG00000280378	AL353898.3
ENSG00000280425	AL357673.2
ENSG00000280670	CCDC163
ENSG00000281112	AL355480.2
ENSG00000281825	AL355480.4
ENSG00000281859	SNORD38B
ENSG00000281912	LINC01144
ENSG00000282881	TMEM275
ENSG00000283039	KLF18
ENSG00000283445	AL136985.3
ENSG00000283477	MIR6079
ENSG00000283836	MIR6734
ENSG00000283899	MIR761
ENSG00000284138	ATP6V0CP4
ENSG00000284410	MIR6733
ENSG00000284601	AL590440.2
ENSG00000284686	AC119674.2
ENSG00000284696	LINC02808
ENSG00000284989	AL451062.4
ENSG00000285041	AL035412.1
ENSG00000285201	AC104454.2
ENSG00000285407	AL033530.1
ENSG00000285409	AC099671.1
ENSG00000285473	AL691520.1
ENSG00000285649	AL357079.2
ENSG00000285778	AL591463.1
ENSG00000285808	LINC02797
ENSG00000285839	AL445685.3
ENSG00000285954	AC119428.2
ENSG00000007341	ST7L
ENSG00000009307	CSDE1
ENSG00000016490	CLCA1
ENSG00000023909	GCLM
ENSG00000031698	SARS1
ENSG00000052723	SIKE1
ENSG00000055732	MCOLN3
ENSG00000060718	COL11A1
ENSG00000064703	DDX20
ENSG00000064886	CHI3L2
ENSG00000065135	GNAI3
ENSG00000065183	WDR3
ENSG00000065243	PKN2
ENSG00000067208	EVI5
ENSG00000067334	DNTTIP2
ENSG00000069702	TGFBR3
ENSG00000079335	CDC14A
ENSG00000081019	RSBN1
ENSG00000081026	MAGI3
ENSG00000085433	WDR47
ENSG00000085465	OVGP1
ENSG00000085491	SLC25A24
ENSG00000092607	TBX15
ENSG00000092621	PHGDH
ENSG00000097033	SH3GLB1
ENSG00000097046	CDC7
ENSG00000097096	SYDE2
ENSG00000116266	STXBP3
ENSG00000116299	KIAA1324
ENSG00000116337	AMPD2
ENSG00000116396	KCNC4
ENSG00000116455	WDR77
ENSG00000116459	ATP5PB
ENSG00000116473	RAP1A
ENSG00000116489	CAPZA1
ENSG00000116752	BCAS2
ENSG00000116774	OLFML3
ENSG00000116793	PHTF1
ENSG00000116815	CD58
ENSG00000116830	TTF2
ENSG00000116874	WARS2
ENSG00000117133	RPF1
ENSG00000117151	CTBS
ENSG00000117155	SSX2IP
ENSG00000117174	ZNHIT6
ENSG00000117226	GBP3
ENSG00000117228	GBP1
ENSG00000117262	GPR89A
ENSG00000117281	CD160
ENSG00000117500	TMED5
ENSG00000117505	DR1
ENSG00000117519	CNN3
ENSG00000117525	F3
ENSG00000117528	ABCD3
ENSG00000117543	DPH5
ENSG00000117569	PTBP2
ENSG00000117598	PLPPR5
ENSG00000117600	PLPPR4
ENSG00000117620	SLC35A3
ENSG00000118655	DCLRE1B
ENSG00000118729	CASQ2
ENSG00000118733	OLFM3
ENSG00000121931	LRIF1
ENSG00000121933	TMIGD3
ENSG00000121940	CLCC1
ENSG00000121957	GPSM2
ENSG00000122406	RPL5
ENSG00000122417	ODF2L
ENSG00000122432	SPATA1
ENSG00000122435	TRMT13
ENSG00000122477	LRRC39
ENSG00000122481	RWDD3
ENSG00000122482	ZNF644
ENSG00000122483	CCDC18
ENSG00000122484	RPAP2
ENSG00000134183	GNAT2
ENSG00000134184	GSTM1
ENSG00000134186	PRPF38B
ENSG00000134193	REG4
ENSG00000134198	TSPAN2
ENSG00000134201	GSTM5
ENSG00000134202	GSTM3
ENSG00000134207	SYT6
ENSG00000134215	VAV3
ENSG00000134216	CHIA
ENSG00000134222	PSRC1
ENSG00000134240	HMGCS2
ENSG00000134242	PTPN22
ENSG00000134243	SORT1
ENSG00000134245	WNT2B
ENSG00000134247	PTGFRN
ENSG00000134248	LAMTOR5
ENSG00000134250	NOTCH2
ENSG00000134253	TRIM45
ENSG00000134255	CEPT1
ENSG00000134256	CD101
ENSG00000134258	VTCN1
ENSG00000134259	NGF
ENSG00000134262	AP4B1
ENSG00000137936	BCAR3
ENSG00000137942	FNBP1L
ENSG00000137944	KYAT3
ENSG00000137947	GTF2B
ENSG00000137948	BRDT
ENSG00000137962	ARHGAP29
ENSG00000137970	RPL7P9
ENSG00000137975	CLCA2
ENSG00000137992	DBT
ENSG00000137996	RTCA
ENSG00000142867	BCL10
ENSG00000142871	CCN1
ENSG00000142875	PRKACB
ENSG00000143013	LMO4
ENSG00000143028	SYPL2
ENSG00000143032	BARHL2
ENSG00000143033	MTF2
ENSG00000143036	SLC44A3
ENSG00000143061	IGSF3
ENSG00000143067	ZNF697
ENSG00000143079	CTTNBP2NL
ENSG00000143093	STRIP1
ENSG00000143106	PSMA5
ENSG00000143107	FNDC7
ENSG00000143119	CD53
ENSG00000143126	CELSR2
ENSG00000152078	TLCD4
ENSG00000153898	MCOLN2
ENSG00000153904	DDAH1
ENSG00000153936	HS2ST1
ENSG00000154511	DIPK1A
ENSG00000155363	MOV10
ENSG00000155366	RHOC
ENSG00000155367	PPM1J
ENSG00000155380	SLC16A1
ENSG00000155761	SPAG17
ENSG00000156097	GPR61
ENSG00000156150	ALX3
ENSG00000156171	DRAM2
ENSG00000156869	FRRS1
ENSG00000156875	MFSD14A
ENSG00000156876	SASS6
ENSG00000162627	SNX7
ENSG00000162631	NTNG1
ENSG00000162636	FAM102B
ENSG00000162639	HENMT1
ENSG00000162641	AKNAD1
ENSG00000162642	C1orf52
ENSG00000162643	WDR63
ENSG00000162645	GBP2
ENSG00000162650	ATXN7L2
ENSG00000162654	GBP4
ENSG00000162664	ZNF326
ENSG00000162669	HFM1
ENSG00000162676	GFI1
ENSG00000162688	AGL
ENSG00000162694	EXTL2
ENSG00000162695	SLC30A7
ENSG00000162775	RBM15
ENSG00000162777	DENND2D
ENSG00000162825	NBPF20
ENSG00000163349	HIPK1
ENSG00000163393	SLC22A15
ENSG00000163399	ATP1A1
ENSG00000168679	SLC16A4
ENSG00000168710	AHCYL1
ENSG00000168765	GSTM4
ENSG00000170989	S1PR1
ENSG00000171385	KCND3
ENSG00000171492	LRRC8D
ENSG00000171502	COL24A1
ENSG00000171517	LPAR3
ENSG00000171943	SRGAP2C
ENSG00000172031	EPHX4
ENSG00000172339	ALG14
ENSG00000173212	MAB21L3
ENSG00000173218	VANGL1
ENSG00000173810	PPIAP7
ENSG00000173947	PIFO
ENSG00000174021	GNG5
ENSG00000174151	CYB561D1
ENSG00000174827	PDZK1
ENSG00000174842	GLMN
ENSG00000175984	DENND2C
ENSG00000177173	NAP1L4P1
ENSG00000177272	KCNA3
ENSG00000177301	KCNA2
ENSG00000177551	NHLH2
ENSG00000179571	NBPF17P
ENSG00000179902	C1orf194
ENSG00000180869	LINC01555
ENSG00000181754	AMIGO1
ENSG00000183291	SELENOF
ENSG00000183298	RPSAP19
ENSG00000183508	TENT5C
ENSG00000184371	CSF1
ENSG00000184599	TAFA3
ENSG00000185946	RNPC3
ENSG00000186086	NBPF6
ENSG00000186141	POLR3C
ENSG00000186150	UBL4B
ENSG00000186364	NUDT17
ENSG00000187481	HSD3BP1
ENSG00000188610	FAM72B
ENSG00000188641	DPYD
ENSG00000188761	BCL2L15
ENSG00000189195	BTBD8
ENSG00000196369	SRGAP2B
ENSG00000196505	GDAP2
ENSG00000197106	SLC6A17
ENSG00000197147	LRRC8B
ENSG00000197323	TRIM33
ENSG00000197780	TAF13
ENSG00000197852	INKA2
ENSG00000198162	MAN1A2
ENSG00000198691	ABCA4
ENSG00000198765	SYCP1
ENSG00000198799	LRIG2
ENSG00000198857	HSD3BP5
ENSG00000198890	PRMT6
ENSG00000199890	AL390195.1
ENSG00000199934	AC092807.1
ENSG00000201317	RNU4-59P
ENSG00000201620	RNA5SP51
ENSG00000201900	RNY1P13
ENSG00000202259	RNU6-1318P
ENSG00000203825	AC239859.1
ENSG00000203857	HSD3B1
ENSG00000203865	ATP1A1-AS1
ENSG00000203910	C1orf146
ENSG00000203914	HSP90B3P
ENSG00000203943	SAMD13
ENSG00000206679	AC092802.1
ENSG00000206680	SNORD21
ENSG00000207205	RNVU1-15
ENSG00000207234	RNU6-125P
ENSG00000207501	RNVU1-14
ENSG00000207523	SNORA66
ENSG00000207750	MIR553
ENSG00000211575	MIR760
ENSG00000212385	RNU6-817P
ENSG00000212601	RNA5SP53
ENSG00000213281	NRAS
ENSG00000213366	GSTM2
ENSG00000213540	TXN2P1
ENSG00000214204	HNRNPA1P43
ENSG00000215717	TMEM167B
ENSG00000215784	FAM72D
ENSG00000215864	NBPF7
ENSG00000215866	LINC01356
ENSG00000215867	KRT18P57
ENSG00000215869	AC092506.1
ENSG00000215930	MIR942
ENSG00000221986	MYBPHL
ENSG00000222069	RN7SKP285
ENSG00000223575	RBMX2P3
ENSG00000223612	AC241585.1
ENSG00000223653	AL078459.1
ENSG00000223745	CCDC18-AS1
ENSG00000223804	AC244669.1
ENSG00000223896	CCNJP2
ENSG00000223906	AC104457.2
ENSG00000224081	SLC44A3-AS1
ENSG00000224093	BCAR3-AS1
ENSG00000224167	LINC01357
ENSG00000224363	FP700111.1
ENSG00000224445	LINC01708
ENSG00000224550	AC114491.1
ENSG00000224613	AC095032.1
ENSG00000224616	RTCA-AS1
ENSG00000224678	GAPDHP46
ENSG00000224699	LAMTOR5-AS1
ENSG00000224857	LINC01691
ENSG00000224950	AL390066.2
ENSG00000224965	LINC02586
ENSG00000225075	AL603832.1
ENSG00000225113	AL355310.1
ENSG00000225169	BRI3P1
ENSG00000225206	MIR137HG
ENSG00000225446	LINC01763
ENSG00000225492	GBP1P1
ENSG00000225568	AC093155.1
ENSG00000225650	EIF2S2P5
ENSG00000225672	CCNT2P1
ENSG00000225938	AL109741.1
ENSG00000226026	AC092802.2
ENSG00000226028	PFN1P12
ENSG00000226053	LINC01776
ENSG00000226067	LINC00623
ENSG00000226167	AP4B1-AS1
ENSG00000226419	SLC16A1-AS1
ENSG00000226715	LINC01709
ENSG00000226835	ARHGAP29-AS1
ENSG00000226970	NEDD8P1
ENSG00000227034	AL445433.1
ENSG00000227082	LINC02798
ENSG00000227091	AL355990.1
ENSG00000227193	AC244453.1
ENSG00000227205	PFN1P9
ENSG00000227212	PFN1P6
ENSG00000227712	AL359915.1
ENSG00000227811	INKA2-AS1
ENSG00000227832	ST13P21
ENSG00000227850	SEPTIN2P1
ENSG00000227963	RBM15-AS1
ENSG00000228035	NGF-AS1
ENSG00000228054	RANP5
